time,open,high,low,close,volume
2003-05-14 21:00:00+00:00,940.6,948.6,938.9,947.1,724
2003-05-15 21:00:00+00:00,944.9,949.1,938.9,944.4,722
2003-05-18 21:00:00+00:00,940.8,940.8,920.0,922.3,750
2003-05-19 21:00:00+00:00,922.8,926.0,912.3,920.0,758
2003-05-20 21:00:00+00:00,921.0,924.5,913.8,922.5,740
2003-05-21 21:00:00+00:00,922.8,936.0,922.8,931.3,701
2003-05-22 21:00:00+00:00,933.2,935.7,927.5,933.0,698
2003-05-25 21:00:00+00:00,933.7,935.4,932.9,935.4,137
2003-05-26 21:00:00+00:00,932.2,953.7,927.4,949.7,723
2003-05-27 21:00:00+00:00,950.9,959.9,950.2,952.1,758
2003-05-28 21:00:00+00:00,951.6,962.6,946.4,949.4,704
2003-05-29 21:00:00+00:00,952.1,965.9,950.6,965.4,709
2003-06-01 21:00:00+00:00,968.6,979.8,965.3,968.8,11884
2003-06-02 21:00:00+00:00,966.6,973.6,963.8,972.5,11588
2003-06-03 21:00:00+00:00,975.5,988.3,970.5,986.8,11305
2003-06-04 21:00:00+00:00,985.5,991.5,977.8,991.5,12172
2003-06-05 21:00:00+00:00,992.3,1008.8,986.3,988.0,14288
2003-06-08 21:00:00+00:00,988.0,992.2,972.5,977.7,10698
2003-06-09 21:00:00+00:00,978.2,987.2,976.7,987.2,10065
2003-06-10 21:00:00+00:00,989.4,998.4,981.9,997.4,11476
2003-06-11 21:00:00+00:00,998.2,1004.6,990.4,1000.4,4846
2003-06-12 21:00:00+00:00,1001.1,1002.4,984.1,989.9,2212
2003-06-15 21:00:00+00:00,987.6,1011.3,986.6,1010.8,1777
2003-06-16 21:00:00+00:00,1010.6,1016.8,1006.6,1011.0,1447
2003-06-17 21:00:00+00:00,1010.8,1015.5,1004.0,1009.3,1243
2003-06-18 21:00:00+00:00,1011.5,1013.8,993.0,995.3,1045
2003-06-19 21:00:00+00:00,996.3,1003.0,992.5,993.0,9215
2003-06-22 21:00:00+00:00,991.7,994.4,977.1,982.9,9463
2003-06-23 21:00:00+00:00,982.6,988.4,978.6,982.9,9728
2003-06-24 21:00:00+00:00,983.1,991.9,972.4,972.4,10069
2003-06-25 21:00:00+00:00,973.3,987.9,972.8,984.9,10391
2003-06-26 21:00:00+00:00,986.4,989.6,973.6,974.6,10254
2003-06-29 21:00:00+00:00,978.3,984.3,972.5,974.8,10345
2003-06-30 21:00:00+00:00,973.3,984.0,961.7,983.3,12361
2003-07-01 21:00:00+00:00,983.0,995.3,982.8,995.0,10874
2003-07-02 21:00:00+00:00,994.8,995.7,976.2,983.7,7232
2003-07-06 21:00:00+00:00,985.2,1006.4,984.7,1004.2,9838
2003-07-07 21:00:00+00:00,1003.9,1009.9,998.9,1008.2,10007
2003-07-08 21:00:00+00:00,1007.9,1011.4,997.4,1000.1,10565
2003-07-09 21:00:00+00:00,999.9,1001.4,983.3,989.8,11328
2003-07-10 21:00:00+00:00,990.1,1001.6,986.6,999.3,10825
2003-07-13 21:00:00+00:00,998.5,1016.1,997.3,1004.5,10967
2003-07-14 21:00:00+00:00,1004.8,1012.3,996.3,1006.8,12792
2003-07-15 21:00:00+00:00,1007.0,1008.5,988.7,994.5,11981
2003-07-16 21:00:00+00:00,994.2,994.5,978.0,982.5,13259
2003-07-17 21:00:00+00:00,982.7,994.5,978.7,991.9,9713
2003-07-20 21:00:00+00:00,992.4,993.4,974.6,979.4,10682
2003-07-21 21:00:00+00:00,979.6,990.6,975.4,988.9,12141
2003-07-22 21:00:00+00:00,989.1,992.1,978.8,988.9,10571
2003-07-23 21:00:00+00:00,988.6,999.3,979.6,979.8,12068
2003-07-24 21:00:00+00:00,980.1,998.8,976.0,998.1,12007
2003-07-27 21:00:00+00:00,999.0,1001.5,992.5,995.0,11738
2003-07-28 21:00:00+00:00,995.3,999.0,982.5,990.2,11702
2003-07-29 21:00:00+00:00,990.0,994.7,985.0,987.2,9625
2003-07-30 21:00:00+00:00,987.0,1005.0,986.5,989.7,11783
2003-07-31 21:00:00+00:00,989.9,993.7,977.9,980.4,11826
2003-08-03 21:00:00+00:00,980.1,985.9,965.9,981.6,11767
2003-08-04 21:00:00+00:00,981.4,983.1,959.1,959.8,11579
2003-08-05 21:00:00+00:00,959.6,976.1,959.3,965.6,12501
2003-08-06 21:00:00+00:00,965.8,976.0,962.8,975.0,11639
2003-08-07 21:00:00+00:00,974.8,980.8,973.0,978.5,9137
2003-08-10 21:00:00+00:00,978.8,985.5,973.5,982.0,9224
2003-08-11 21:00:00+00:00,981.7,991.2,979.5,990.5,8357
2003-08-12 21:00:00+00:00,990.2,994.2,980.4,984.7,9811
2003-08-13 21:00:00+00:00,984.9,992.4,974.7,982.9,10011
2003-08-14 21:00:00+00:00,982.7,993.2,979.9,991.2,7275
2003-08-17 21:00:00+00:00,990.6,1000.9,990.4,999.9,8185
2003-08-18 21:00:00+00:00,999.6,1004.1,994.8,1001.8,8908
2003-08-19 21:00:00+00:00,1002.1,1003.8,996.3,999.6,8139
2003-08-20 21:00:00+00:00,999.8,1010.1,998.8,1003.3,10219
2003-08-21 21:00:00+00:00,1003.0,1012.8,992.3,993.0,10178
2003-08-24 21:00:00+00:00,992.2,994.7,987.5,994.2,8029
2003-08-25 21:00:00+00:00,994.0,998.5,983.0,996.2,9313
2003-08-26 21:00:00+00:00,996.5,998.2,992.9,995.7,6394
2003-08-27 21:00:00+00:00,995.9,1004.4,990.7,1001.2,7862
2003-08-28 21:00:00+00:00,1000.9,1009.6,999.4,1008.4,6792
2003-08-31 21:00:00+00:00,1008.6,1008.6,1007.4,1007.4,50
2003-09-01 21:00:00+00:00,1012.3,1023.1,1004.8,1022.6,10446
2003-09-02 21:00:00+00:00,1022.8,1030.1,1020.6,1027.1,11002
2003-09-03 21:00:00+00:00,1027.3,1029.8,1021.5,1029.3,9005
2003-09-04 21:00:00+00:00,1029.5,1029.8,1018.0,1023.0,10359
2003-09-07 21:00:00+00:00,1022.0,1033.0,1021.5,1031.2,9432
2003-09-08 21:00:00+00:00,1031.0,1035.0,1020.7,1022.9,9071
2003-09-09 21:00:00+00:00,1023.2,1024.4,1009.4,1013.2,10470
2003-09-10 21:00:00+00:00,1012.9,1021.4,1010.9,1017.1,4119
2003-09-11 21:00:00+00:00,1016.9,1020.1,1007.1,1019.1,2150
2003-09-14 21:00:00+00:00,1019.1,1020.8,1013.6,1014.6,1088
2003-09-15 21:00:00+00:00,1014.8,1030.0,1014.1,1028.8,892
2003-09-16 21:00:00+00:00,1029.0,1031.5,1024.3,1026.8,781
2003-09-17 21:00:00+00:00,1027.3,1040.5,1025.5,1040.0,785
2003-09-18 21:00:00+00:00,1039.8,1041.8,1031.5,1034.7,7518
2003-09-21 21:00:00+00:00,1033.7,1033.7,1017.6,1023.1,9795
2003-09-22 21:00:00+00:00,1023.4,1030.4,1021.1,1027.9,8860
2003-09-23 21:00:00+00:00,1028.1,1030.1,1007.8,1008.1,11334
2003-09-24 21:00:00+00:00,1007.8,1016.3,997.3,997.8,12251
2003-09-25 21:00:00+00:00,998.0,1003.8,995.8,996.8,12356
2003-09-28 21:00:00+00:00,997.0,1007.2,994.5,1005.5,10756
2003-09-29 21:00:00+00:00,1005.2,1006.7,989.4,996.2,12525
2003-09-30 21:00:00+00:00,997.4,1018.7,996.7,1017.4,12038
2003-10-01 21:00:00+00:00,1017.2,1022.7,1013.2,1021.4,10378
2003-10-02 21:00:00+00:00,1021.7,1039.7,1019.7,1030.2,12140
2003-10-05 21:00:00+00:00,1028.6,1036.6,1027.9,1036.4,7413
2003-10-06 21:00:00+00:00,1036.1,1039.8,1025.8,1039.1,11170
2003-10-07 21:00:00+00:00,1039.3,1041.3,1030.6,1035.6,10136
2003-10-08 21:00:00+00:00,1035.3,1048.8,1034.6,1039.0,11210
2003-10-09 21:00:00+00:00,1039.3,1044.0,1035.5,1042.5,9129
2003-10-12 21:00:00+00:00,1042.0,1049.5,1041.0,1045.7,6908
2003-10-13 21:00:00+00:00,1046.0,1051.0,1040.5,1049.7,8882
2003-10-14 21:00:00+00:00,1049.5,1057.0,1042.9,1044.7,10154
2003-10-15 21:00:00+00:00,1044.4,1053.7,1042.7,1049.2,10554
2003-10-16 21:00:00+00:00,1049.4,1053.4,1036.1,1039.1,9012
2003-10-19 21:00:00+00:00,1038.8,1049.8,1035.6,1049.6,8628
2003-10-20 21:00:00+00:00,1049.3,1050.8,1042.0,1045.3,8897
2003-10-21 21:00:00+00:00,1045.0,1045.3,1027.8,1031.0,10214
2003-10-22 21:00:00+00:00,1031.3,1035.7,1021.0,1026.7,11383
2003-10-23 21:00:00+00:00,1027.0,1031.5,1017.5,1031.0,11734
2003-10-26 22:00:00+00:00,1029.4,1037.9,1028.4,1031.9,8993
2003-10-27 22:00:00+00:00,1032.2,1047.1,1031.7,1044.4,9027
2003-10-28 22:00:00+00:00,1044.1,1049.9,1041.1,1045.4,9183
2003-10-29 22:00:00+00:00,1045.6,1055.6,1043.3,1049.6,10746
2003-10-30 22:00:00+00:00,1049.8,1053.3,1047.6,1048.8,7945
2003-11-02 22:00:00+00:00,1048.3,1061.5,1047.5,1055.5,8471
2003-11-03 22:00:00+00:00,1055.8,1058.0,1051.0,1053.0,8096
2003-11-04 22:00:00+00:00,1053.2,1055.5,1044.2,1053.7,9028
2003-11-05 22:00:00+00:00,1054.0,1059.7,1046.2,1059.2,9636
2003-11-06 22:00:00+00:00,1059.0,1065.5,1050.9,1051.7,10435
2003-11-09 22:00:00+00:00,1052.1,1054.6,1045.1,1047.1,8120
2003-11-10 22:00:00+00:00,1047.4,1048.6,1042.3,1046.1,6913
2003-11-11 22:00:00+00:00,1046.3,1059.8,1045.3,1059.6,8738
2003-11-12 22:00:00+00:00,1059.8,1060.8,1052.8,1058.3,8910
2003-11-13 22:00:00+00:00,1058.0,1064.8,1048.0,1049.5,9433
2003-11-16 22:00:00+00:00,1048.5,1048.5,1035.0,1044.7,10972
2003-11-17 22:00:00+00:00,1045.0,1049.2,1031.7,1033.4,11146
2003-11-18 22:00:00+00:00,1033.2,1044.4,1031.7,1042.7,10692
2003-11-19 22:00:00+00:00,1042.4,1046.9,1031.9,1033.1,11841
2003-11-20 22:00:00+00:00,1032.9,1037.6,1030.9,1037.4,9557
2003-11-23 22:00:00+00:00,1036.3,1052.0,1035.8,1050.0,7860
2003-11-24 22:00:00+00:00,1049.8,1058.3,1048.0,1053.5,8448
2003-11-25 22:00:00+00:00,1053.3,1059.0,1047.8,1057.3,8388
2003-11-26 22:00:00+00:00,1057.0,1057.5,1056.5,1057.5,59
2003-11-27 22:00:00+00:00,1057.2,1060.7,1054.2,1059.5,2958
2003-11-30 22:00:00+00:00,1059.4,1070.9,1056.2,1069.2,9193
2003-12-01 22:00:00+00:00,1069.4,1071.4,1064.6,1066.9,7577
2003-12-02 22:00:00+00:00,1067.1,1074.6,1064.6,1065.3,8567
2003-12-03 22:00:00+00:00,1065.1,1070.8,1063.1,1067.3,9072
2003-12-04 22:00:00+00:00,1067.6,1069.1,1059.8,1062.1,9338
2003-12-07 22:00:00+00:00,1061.3,1070.0,1058.0,1069.7,8053
2003-12-08 22:00:00+00:00,1070.0,1073.0,1059.0,1060.7,8993
2003-12-09 22:00:00+00:00,1061.0,1063.2,1053.2,1060.7,8899
2003-12-10 22:00:00+00:00,1060.9,1074.2,1059.4,1072.7,3726
2003-12-11 22:00:00+00:00,1072.4,1075.2,1067.2,1074.4,1734
2003-12-14 22:00:00+00:00,1087.4,1090.1,1067.8,1068.3,1719
2003-12-15 22:00:00+00:00,1068.1,1076.1,1067.3,1074.6,949
2003-12-16 22:00:00+00:00,1074.3,1078.0,1070.8,1077.5,580
2003-12-17 22:00:00+00:00,1077.0,1090.8,1076.5,1090.0,633
2003-12-18 22:00:00+00:00,1090.3,1093.0,1085.0,1088.2,8145
2003-12-21 22:00:00+00:00,1085.2,1095.7,1083.2,1095.4,5987
2003-12-22 22:00:00+00:00,1095.2,1098.4,1092.9,1094.4,5502
2003-12-23 22:00:00+00:00,1094.6,1097.9,1092.1,1095.6,2361
2003-12-25 22:00:00+00:00,1096.3,1099.6,1095.0,1096.3,1792
2003-12-28 22:00:00+00:00,1096.0,1111.7,1095.5,1109.7,5096
2003-12-29 22:00:00+00:00,1109.5,1111.5,1107.5,1110.2,5014
2003-12-30 22:00:00+00:00,1110.5,1113.9,1107.2,1111.4,5020
2004-01-01 22:00:00+00:00,1113.4,1120.4,1105.8,1111.1,7557
2004-01-04 22:00:00+00:00,1111.0,1123.8,1111.0,1121.8,7998
2004-01-05 22:00:00+00:00,1122.0,1125.8,1118.0,1124.3,7040
2004-01-06 22:00:00+00:00,1124.0,1128.7,1117.0,1128.0,8028
2004-01-07 22:00:00+00:00,1127.7,1132.7,1126.0,1131.7,8399
2004-01-08 22:00:00+00:00,1132.0,1133.2,1121.2,1122.4,10424
2004-01-11 22:00:00+00:00,1121.6,1131.1,1120.3,1131.1,7800
2004-01-12 22:00:00+00:00,1130.8,1131.3,1115.8,1123.0,9333
2004-01-13 22:00:00+00:00,1123.3,1134.3,1121.3,1128.8,8217
2004-01-14 22:00:00+00:00,1128.5,1138.5,1125.0,1135.0,11259
2004-01-15 22:00:00+00:00,1135.3,1141.0,1134.0,1140.5,8065
2004-01-18 22:00:00+00:00,1139.7,1142.7,1137.4,1138.1,485
2004-01-19 22:00:00+00:00,1138.4,1144.1,1135.8,1139.1,7733
2004-01-20 22:00:00+00:00,1139.3,1150.6,1134.6,1149.1,8934
2004-01-21 22:00:00+00:00,1148.8,1151.1,1141.8,1143.0,8740
2004-01-22 22:00:00+00:00,1142.8,1151.0,1137.0,1141.5,9532
2004-01-25 22:00:00+00:00,1141.7,1156.7,1139.7,1154.2,8305
2004-01-26 22:00:00+00:00,1153.9,1155.7,1143.1,1143.6,8806
2004-01-27 22:00:00+00:00,1143.4,1149.6,1126.3,1130.6,9348
2004-01-28 22:00:00+00:00,1130.3,1135.3,1122.3,1132.6,12446
2004-01-29 22:00:00+00:00,1132.3,1133.8,1127.5,1132.3,8709
2004-02-01 22:00:00+00:00,1132.0,1143.7,1127.9,1135.7,9916
2004-02-02 22:00:00+00:00,1135.9,1137.9,1130.9,1131.9,8952
2004-02-03 22:00:00+00:00,1132.2,1133.9,1124.4,1124.6,9850
2004-02-04 22:00:00+00:00,1124.9,1131.6,1123.8,1127.8,8822
2004-02-05 22:00:00+00:00,1128.1,1143.3,1127.1,1140.8,9396
2004-02-08 22:00:00+00:00,1140.5,1145.0,1139.0,1141.2,7133
2004-02-09 22:00:00+00:00,1141.0,1147.7,1138.7,1144.2,7042
2004-02-10 22:00:00+00:00,1144.4,1159.9,1142.4,1156.9,9044
2004-02-11 22:00:00+00:00,1156.7,1158.7,1151.6,1153.1,7554
2004-02-12 22:00:00+00:00,1153.4,1157.9,1143.1,1146.8,8436
2004-02-15 22:00:00+00:00,1146.5,1149.3,1146.3,1149.0,231
2004-02-16 22:00:00+00:00,1148.8,1159.7,1148.5,1158.5,6784
2004-02-17 22:00:00+00:00,1158.7,1159.7,1149.2,1153.7,6739
2004-02-18 22:00:00+00:00,1154.0,1159.4,1146.2,1147.7,8665
2004-02-19 22:00:00+00:00,1147.4,1151.9,1138.6,1144.4,9647
2004-02-22 22:00:00+00:00,1144.8,1148.3,1136.8,1141.0,8998
2004-02-23 22:00:00+00:00,1141.3,1145.0,1134.0,1139.5,9576
2004-02-24 22:00:00+00:00,1139.8,1145.7,1137.7,1144.2,8093
2004-02-25 22:00:00+00:00,1144.5,1148.0,1138.4,1144.7,8155
2004-02-26 22:00:00+00:00,1144.9,1152.7,1141.2,1145.4,8633
2004-02-29 22:00:00+00:00,1144.8,1158.1,1144.8,1156.8,8474
2004-03-01 22:00:00+00:00,1157.1,1157.1,1147.0,1148.8,8600
2004-03-02 22:00:00+00:00,1149.0,1153.3,1143.8,1150.5,8704
2004-03-03 22:00:00+00:00,1150.3,1155.7,1149.7,1154.7,5908
2004-03-04 22:00:00+00:00,1155.0,1164.2,1147.0,1158.4,10582
2004-03-07 22:00:00+00:00,1158.4,1160.3,1143.6,1145.1,7811
2004-03-08 22:00:00+00:00,1144.8,1147.3,1136.6,1139.1,10190
2004-03-09 22:00:00+00:00,1139.3,1142.0,1119.8,1120.8,10579
2004-03-10 22:00:00+00:00,1121.0,1126.8,1104.7,1106.2,7557
2004-03-11 22:00:00+00:00,1106.0,1121.0,1102.5,1119.7,3050
2004-03-14 22:00:00+00:00,1117.6,1122.1,1102.6,1106.6,2040
2004-03-15 22:00:00+00:00,1106.4,1114.3,1102.6,1111.1,1481
2004-03-16 22:00:00+00:00,1110.8,1126.0,1110.8,1123.8,910
2004-03-17 22:00:00+00:00,1124.3,1126.3,1112.8,1124.5,1184
2004-03-18 22:00:00+00:00,1124.3,1128.0,1108.7,1109.5,8488
2004-03-21 22:00:00+00:00,1109.7,1109.7,1089.6,1095.4,12666
2004-03-22 22:00:00+00:00,1095.1,1102.4,1090.3,1090.8,11541
2004-03-23 22:00:00+00:00,1091.1,1099.6,1086.8,1093.6,12583
2004-03-24 22:00:00+00:00,1093.3,1111.3,1092.1,1108.3,10204
2004-03-25 22:00:00+00:00,1108.6,1116.1,1106.3,1108.5,8861
2004-03-28 22:00:00+00:00,1108.0,1125.5,1108.0,1123.0,8658
2004-03-29 22:00:00+00:00,1123.3,1128.7,1119.5,1127.5,8183
2004-03-30 22:00:00+00:00,1127.2,1131.7,1121.7,1128.7,9135
2004-03-31 22:00:00+00:00,1128.5,1136.7,1125.4,1134.7,9040
2004-04-01 22:00:00+00:00,1134.4,1147.0,1133.9,1144.2,10978
2004-04-04 21:00:00+00:00,1143.1,1151.4,1139.9,1150.1,7108
2004-04-05 21:00:00+00:00,1149.9,1150.1,1143.3,1144.3,7487
2004-04-06 21:00:00+00:00,1144.6,1148.3,1138.8,1146.8,8744
2004-04-07 21:00:00+00:00,1147.1,1155.3,1134.8,1141.5,9392
2004-04-11 21:00:00+00:00,1140.7,1148.2,1137.7,1146.4,6136
2004-04-12 21:00:00+00:00,1146.7,1151.7,1127.4,1127.9,10602
2004-04-13 21:00:00+00:00,1127.6,1133.6,1122.3,1132.6,11164
2004-04-14 21:00:00+00:00,1132.9,1135.1,1120.6,1124.8,11511
2004-04-15 21:00:00+00:00,1124.6,1137.6,1124.1,1134.8,9420
2004-04-18 21:00:00+00:00,1134.0,1136.8,1129.7,1134.5,7652
2004-04-19 21:00:00+00:00,1134.2,1140.0,1114.7,1118.5,9385
2004-04-20 21:00:00+00:00,1118.2,1126.2,1115.7,1126.2,11145
2004-04-21 21:00:00+00:00,1125.9,1143.4,1119.7,1141.2,10844
2004-04-22 21:00:00+00:00,1141.4,1143.4,1134.7,1140.7,8059
2004-04-25 21:00:00+00:00,1139.6,1145.6,1132.3,1139.8,7895
2004-04-26 21:00:00+00:00,1139.6,1147.6,1136.0,1138.5,9010
2004-04-27 21:00:00+00:00,1138.3,1139.5,1121.3,1123.5,10544
2004-04-28 21:00:00+00:00,1123.3,1129.2,1107.7,1115.2,13730
2004-04-29 21:00:00+00:00,1115.5,1120.2,1104.9,1106.2,11728
2004-05-02 21:00:00+00:00,1106.1,1119.1,1105.4,1117.4,9096
2004-05-03 21:00:00+00:00,1117.6,1128.6,1112.6,1116.3,9893
2004-05-04 21:00:00+00:00,1116.6,1125.6,1113.6,1122.3,9325
2004-05-05 21:00:00+00:00,1122.1,1123.3,1105.8,1113.5,10890
2004-05-06 21:00:00+00:00,1113.8,1117.8,1095.8,1096.0,13349
2004-05-09 21:00:00+00:00,1096.0,1098.0,1078.9,1084.4,15233
2004-05-10 21:00:00+00:00,1084.7,1096.2,1082.4,1093.7,10201
2004-05-11 21:00:00+00:00,1093.9,1100.6,1076.1,1099.9,14210
2004-05-12 21:00:00+00:00,1099.6,1103.4,1091.6,1095.1,12832
2004-05-13 21:00:00+00:00,1095.4,1102.8,1086.6,1094.6,13108
2004-05-16 21:00:00+00:00,1094.8,1095.5,1079.0,1085.8,12961
2004-05-17 21:00:00+00:00,1086.0,1094.5,1085.3,1091.2,8810
2004-05-18 21:00:00+00:00,1091.5,1106.5,1085.0,1085.2,11466
2004-05-19 21:00:00+00:00,1085.5,1093.5,1084.7,1090.7,10315
2004-05-20 21:00:00+00:00,1090.9,1100.4,1089.4,1093.2,9452
2004-05-23 21:00:00+00:00,1093.4,1102.4,1091.6,1098.1,9982
2004-05-24 21:00:00+00:00,1097.8,1114.3,1090.6,1113.3,11081
2004-05-25 21:00:00+00:00,1113.1,1117.6,1109.3,1116.1,8908
2004-05-26 21:00:00+00:00,1116.3,1125.0,1115.0,1123.3,9876
2004-05-27 21:00:00+00:00,1123.5,1124.0,1118.0,1123.8,6373
2004-05-31 21:00:00+00:00,1121.7,1123.4,1112.9,1121.2,8578
2004-06-01 21:00:00+00:00,1121.4,1128.6,1118.6,1125.9,8597
2004-06-02 21:00:00+00:00,1126.1,1126.1,1114.9,1115.9,9164
2004-06-03 21:00:00+00:00,1116.1,1129.8,1115.9,1123.8,9152
2004-06-06 21:00:00+00:00,1122.8,1142.3,1122.8,1140.3,8151
2004-06-07 21:00:00+00:00,1140.0,1143.0,1135.8,1142.3,7567
2004-06-08 21:00:00+00:00,1142.5,1143.2,1129.2,1132.7,8294
2004-06-09 21:00:00+00:00,1132.5,1137.2,1131.7,1136.4,2975
2004-06-13 21:00:00+00:00,1133.6,1135.1,1122.1,1126.8,1832
2004-06-14 21:00:00+00:00,1126.3,1138.1,1126.1,1133.1,1427
2004-06-15 21:00:00+00:00,1132.8,1137.1,1130.3,1133.0,977
2004-06-16 21:00:00+00:00,1132.8,1134.3,1126.8,1130.5,812
2004-06-17 21:00:00+00:00,1131.3,1140.5,1127.0,1135.0,6184
2004-06-20 21:00:00+00:00,1135.7,1140.2,1129.2,1130.7,6331
2004-06-21 21:00:00+00:00,1131.0,1136.7,1124.7,1136.2,8366
2004-06-22 21:00:00+00:00,1136.0,1146.2,1132.0,1145.2,7768
2004-06-23 21:00:00+00:00,1145.0,1147.2,1140.4,1142.4,7476
2004-06-24 21:00:00+00:00,1142.7,1146.9,1134.4,1136.2,7267
2004-06-27 21:00:00+00:00,1137.4,1146.7,1130.9,1130.9,8525
2004-06-28 21:00:00+00:00,1131.1,1139.4,1128.6,1137.4,7512
2004-06-29 21:00:00+00:00,1137.1,1145.4,1133.9,1141.4,7792
2004-06-30 21:00:00+00:00,1141.1,1144.4,1123.1,1127.6,9707
2004-07-01 21:00:00+00:00,1127.3,1130.3,1123.3,1126.3,7111
2004-07-04 21:00:00+00:00,1126.3,1127.1,1123.6,1125.1,251
2004-07-05 21:00:00+00:00,1124.6,1129.6,1113.3,1116.3,8773
2004-07-06 21:00:00+00:00,1116.0,1122.8,1111.3,1113.0,7846
2004-07-07 21:00:00+00:00,1113.3,1120.0,1108.8,1111.0,9673
2004-07-08 21:00:00+00:00,1110.8,1116.3,1110.8,1113.8,7277
2004-07-11 21:00:00+00:00,1114.5,1117.0,1106.7,1114.7,7694
2004-07-12 21:00:00+00:00,1115.0,1116.7,1110.5,1111.0,6343
2004-07-13 21:00:00+00:00,1111.2,1120.5,1107.5,1113.7,9477
2004-07-14 21:00:00+00:00,1113.5,1115.7,1103.7,1104.7,9070
2004-07-15 21:00:00+00:00,1104.4,1113.2,1100.7,1103.7,9004
2004-07-18 21:00:00+00:00,1103.7,1106.7,1096.1,1098.6,9350
2004-07-19 21:00:00+00:00,1098.4,1115.1,1096.4,1112.6,8653
2004-07-20 21:00:00+00:00,1112.9,1116.6,1090.1,1091.1,10555
2004-07-21 21:00:00+00:00,1091.4,1099.9,1083.6,1090.6,12359
2004-07-22 21:00:00+00:00,1090.8,1094.6,1082.8,1085.8,9581
2004-07-25 21:00:00+00:00,1086.3,1090.1,1077.5,1084.8,10505
2004-07-26 21:00:00+00:00,1084.6,1096.5,1083.8,1093.3,10042
2004-07-27 21:00:00+00:00,1093.5,1099.0,1081.3,1096.0,10149
2004-07-28 21:00:00+00:00,1095.8,1104.3,1093.0,1102.3,10258
2004-07-29 21:00:00+00:00,1102.0,1104.5,1096.5,1104.5,8462
2004-08-01 21:00:00+00:00,1098.5,1108.7,1096.0,1106.7,8546
2004-08-02 21:00:00+00:00,1106.5,1106.7,1096.7,1097.2,7953
2004-08-03 21:00:00+00:00,1097.5,1102.7,1089.5,1095.7,8965
2004-08-04 21:00:00+00:00,1096.0,1099.2,1077.7,1079.2,9484
2004-08-05 21:00:00+00:00,1079.5,1083.5,1061.2,1063.9,12099
2004-08-08 21:00:00+00:00,1064.9,1069.7,1062.9,1064.7,7338
2004-08-09 21:00:00+00:00,1064.9,1079.2,1064.7,1075.4,8020
2004-08-10 21:00:00+00:00,1075.1,1077.6,1065.6,1077.1,10448
2004-08-11 21:00:00+00:00,1077.4,1078.4,1060.4,1064.6,10445
2004-08-12 21:00:00+00:00,1064.9,1068.1,1060.4,1066.4,9211
2004-08-15 21:00:00+00:00,1065.6,1081.1,1061.3,1077.1,8829
2004-08-16 21:00:00+00:00,1076.8,1087.3,1075.8,1082.8,8818
2004-08-17 21:00:00+00:00,1082.6,1096.3,1078.3,1094.6,9157
